maturity,strike,price,IV
2024-09-20,114,22.1499938964844,38.8916206359863
2024-09-20,116,20.174995422363303,36.3019752502441
2024-09-20,118,18.1999969482422,33.6433486938477
2024-09-20,120,16.25,31.3680915832519
2024-09-20,122,14.3250002861023,29.3123607635498
2024-09-20,124,12.4249997138977,27.3353614807129
2024-09-20,126,10.5750002861023,25.605375289917
2024-09-20,128,8.825000286102295,24.3877182006836
2024-09-20,130,7.149999618530275,23.1081809997559
2024-09-20,132,5.625,22.1481552124023
2024-09-20,134,4.27499961853027,21.3840866088867
2024-09-20,136,3.1199994087219203,20.7363052368164
2024-09-20,138,2.199999809265135,20.3437938690186
2024-09-20,140,1.489999771118165,20.0510501861572
2024-09-20,142,0.969999551773072,19.8462257385254
2024-09-20,144,0.6199999749660494,19.8439807891846
2024-09-20,146,0.37999999523162803,19.8159313201904
2024-09-20,148,0.23999999836087216,20.099479675293
2024-09-20,150,0.19000000134110473,21.385368347168
2024-09-20,152,0.2049999870359897,23.966438293457
2024-09-20,154,0.2049999870359897,26.1387710571289
2024-09-20,156,0.2049999870359897,28.2488288879394
2024-09-20,158,0.2049999870359897,30.300817489624
2024-09-20,160,0.2049999870359897,32.3030166625977
2024-09-20,162,0.199999988079071,39.0545845031738
2024-10-18,110,26.3999938964844,35.3336982727051
2024-10-18,112,24.4499969482422,33.6133346557617
2024-10-18,114,22.5249938964844,32.1360855102539
2024-10-18,116,20.599990844726598,30.5264091491699
2024-10-18,118,18.6999969482422,29.056697845459
2024-10-18,120,16.849990844726598,27.8852100372314
2024-10-18,122,15.050000190734849,26.8768253326416
2024-10-18,124,13.27500009536745,25.743200302124
2024-10-18,126,11.625,25.1134147644043
2024-10-18,128,10.0,24.1993179321289
2024-10-18,130,8.52500009536743,23.6684856414795
2024-10-18,132,7.125,23.0060348510742
2024-10-18,134,5.84999990463257,22.4123153686523
2024-10-18,136,4.74999952316284,22.0588569641113
2024-10-18,138,3.78999948501587,21.746374130249
2024-10-18,140,2.989999294281005,21.5688915252686
2024-10-18,142,2.31999969482422,21.4135131835938
2024-10-18,144,1.7899994850158651,21.3893260955811
2024-10-18,146,1.359999656677245,21.3605117797852
2024-10-18,148,1.0299997627735145,21.4202690124512
2024-10-18,150,0.7800000011920925,21.554967880249
2024-10-18,152,0.5900000035762785,21.7309494018555
2024-10-18,154,0.449999988079071,21.9828853607178
2024-10-18,156,0.34999999403953547,22.3422966003418
2024-10-18,158,0.27999997138977073,22.828218460083
2024-11-15,100,36.6499938964844,41.9949722290039
2024-11-15,102,34.724990844726605,40.6988792419434
2024-11-15,104,32.7999954223633,39.3251876831055
2024-11-15,106,30.8999938964844,38.1433486938477
2024-11-15,108,28.9999923706055,36.857723236084
2024-11-15,110,27.0999984741211,35.4752502441406
2024-11-15,112,25.2499923706055,34.4221496582031
2024-11-15,114,23.4499893188477,33.5977249145508
2024-11-15,116,21.6499938964844,32.5896873474121
2024-11-15,118,19.924995422363303,31.8815231323242
2024-11-15,120,18.224990844726598,31.0975513458252
2024-11-15,122,16.5749969482422,30.3607921600342
2024-11-15,124,15.0,29.7568111419678
2024-11-15,126,13.5,29.2359790802002
2024-11-15,128,12.0500001907349,28.6533546447754
2024-11-15,130,10.6999998092651,28.200252532959
2024-11-15,132,9.424999713897705,27.7426242828369
2024-11-15,134,8.25,27.3608684539795
2024-11-15,136,7.174999713897705,27.0369033813477
2024-11-15,138,6.199999809265135,26.7624225616455
2024-11-15,140,5.334999561309815,26.5747451782227
2024-11-15,142,4.559999942779545,26.4045238494873
2024-11-15,144,3.8799996376037598,26.2840728759766
2024-11-15,146,3.2849998474121103,26.1937446594238
2024-11-15,148,2.77999973297119,26.182409286499
2024-11-15,150,2.339999675750735,26.1708183288574
2024-11-15,152,1.959999561309815,26.1641273498535
2024-11-15,154,1.649999618530275,26.2519569396973
2024-11-15,156,1.37999963760376,26.3120403289795
2024-11-15,158,1.159999817609789,26.4395847320557
