Strike,Ticker,ExDt,Bid,Ask,IVM,Mid,DM,DB,DA,sDM,Volm
20-Sep-24 (3d); CSize 100,,,,,,,,,,,
245,ROGE 9/20/24 C245,09/20/24,19.1499938964844,23.1499938964844,40.2235870361328,21.1499938964844,0.970969617366791,1.0,0.835516750812531,0.970969617366791,0.0
250,ROGE 9/20/24 C250,09/20/24,14.1999998092651,18.1999969482422,33.8234596252441,16.1999988555908,0.955378472805023,1.0,0.807775855064392,0.955378472805023,0.0
255,ROGE 9/20/24 C255,09/20/24,10.6000003814697,11.8999996185303,26.266170501709,11.25,0.931720674037933,1.0,0.849549472332001,0.931720674037933,0.0
260,ROGE 9/20/24 C260,09/20/24,5.84999942779541,7.14999961853027,20.6663322448731,6.49999952316284,0.847321271896362,1.0,0.77098935842514,0.847321271896362,0.0
265,ROGE 9/20/24 C265,09/20/24,1.96999931335449,3.28999996185303,17.9875183105469,2.62999963760376,0.581244826316833,0.616536140441895,0.563831865787506,0.581244826316833,986.0
270,ROGE 9/20/24 C270,09/20/24,0.449999988079071,1.01999950408936,18.5699024200439,0.734999775886536,0.235082685947418,0.187412932515144,0.268751055002213,0.235082685947418,550.0
275,ROGE 9/20/24 C275,09/20/24,0.00999999791383743,0.370000004768372,20.6377620697021,0.189999997615814,0.0719201117753983,0.00823307037353516,0.109268717467785,0.0719201117753983,0.0
280,ROGE 9/20/24 C280,09/20/24,0.00999999791383743,4.0,57.5094604492188,2.00500011444092,0.216525360941887,0.00582866137847304,0.290681391954422,0.216525360941887,0.0
285,ROGE 9/20/24 C285,09/20/24,0.00999999791383743,4.0,68.6987762451172,2.00500011444092,0.189179882407188,0.00458883307874203,0.261243939399719,0.189179882407188,0.0
20-Sep-24 (3d); CSize 100,,,,,,,,,,,
260,ROGO 9/20/24 C260,09/20/24,6.34999990463257,6.65000009536743,20.6663246154785,6.5,0.847321331501007,0.875507116317749,0.824636399745941,0.847321331501007,0.0
