maturity,strike,price,IV
0.14236824093086928,110,11.3500003814697,32.7223587036133
0.14236824093086928,112,9.89999961853027,32.2135543823242
0.14236824093086928,114,8.57499980926514,31.9009189605713
0.14236824093086928,116,7.29999971389771,31.2941474914551
0.14236824093086928,118,6.15000009536743,30.8047695159912
0.14236824093086928,120,5.15000009536743,30.5354175567627
0.14236824093086928,122,4.21500015258789,30.01291847229
0.14236824093086928,124,3.4350004196167,29.7344417572021
0.14236824093086928,126,2.75999975204468,29.4492053985596
0.14236824093086928,110,11.1999998092651,31.9489498138428
0.14236824093086928,112,9.72500038146973,31.3308715820312
0.14236824093086928,114,8.375,30.9137229919434
0.14236824093086928,116,7.125,30.4790630340576
0.14236824093086928,118,5.99999952316284,30.1336688995361
0.14236824093086928,120,4.99499988555908,29.8266582489014
0.14236824093086928,122,4.08999967575073,29.4450130462646
0.14236824093086928,124,3.30999946594238,29.1308727264404
0.14236824093086928,126,2.68499994277954,29.0964622497559
0.14236824093086928,100,19.6749992370606,35.7184600830078
0.14236824093086928,105,15.2250003814697,33.4892463684082
0.14236824093086928,110,11.1749992370606,31.7776107788086
0.14236824093086928,115,7.72500038146973,30.6288070678711
0.14236824093086928,120,4.98000001907349,29.7459449768066
0.14236824093086928,125,2.96000003814697,28.9678230285644
0.14236824093086928,130,1.65499997138977,28.609411239624
0.14236824093086928,135,0.879999995231628,28.5180206298828
0.14236824093086928,140,0.480000019073486,29.0301494598389
0.23819301848049282,36,83.125,112.008941650391
0.23819301848049282,40,79.0999984741211,100.184913635254
0.23819301848049282,44,75.1500015258789,94.8816909790039
0.23819301848049282,46,73.1500015258789,90.7013320922852
0.23819301848049282,48,71.125,85.1173248291016
0.23819301848049282,50,69.1500015258789,82.8855667114258
0.23819301848049282,52,67.2000045776367,81.9179458618164
0.23819301848049282,56,63.1750030517578,73.6351699829102
0.23819301848049282,60,59.2250061035156,69.4130859375
0.23819301848049282,64,55.2999954223633,66.0067672729492
0.23819301848049282,68,51.3500061035156,61.5917053222656
0.23819301848049282,72,47.4000015258789,57.2118492126465
0.23819301848049282,76,43.4250030517578,52.3012466430664
0.23819301848049282,80,39.4750061035156,48.0728874206543
0.23819301848049282,84,35.5750045776367,44.7429237365723
0.23819301848049282,88,31.7249984741211,41.9051322937012
0.23819301848049282,91,28.8499908447266,39.6681137084961
0.23819301848049282,92,27.8999938964844,38.9694786071777
0.23819301848049282,93,26.9499969482422,38.2399978637695
0.23819301848049282,94,25.9999923706055,37.4815979003906
0.23819301848049282,95,25.0499954223633,36.6961212158203
0.23819301848049282,96,24.0999984741211,35.8848571777344
0.23819301848049282,97,23.1749954223633,35.2803268432617
0.23819301848049282,98,22.25,34.6319885253906
0.23819301848049282,99,21.3499908447266,34.1514701843262
0.23819301848049282,100,20.4250030517578,33.4144477844238
0.23819301848049282,102,18.6750030517578,32.5586433410645
0.23819301848049282,104,16.9249954223633,31.4479198455811
0.23819301848049282,105,16.1250019073486,31.2762432098389
0.23819301848049282,106,15.2749996185303,30.7131595611572
0.23819301848049282,108,13.7250003814697,30.2298221588135
0.23819301848049282,110,12.2250003814697,29.6557140350342
0.23819301848049282,112,10.8500003814697,29.3360538482666
0.23819301848049282,114,9.52499961853027,28.8653316497803
0.23819301848049282,116,8.29999923706055,28.460319519043
0.23819301848049282,118,7.20000028610229,28.2038822174072
0.23819301848049282,120,6.15000009536743,27.7632789611816
0.23819301848049282,122,5.22500038146973,27.4524211883545
0.23819301848049282,124,4.39499998092651,27.1454792022705
0.23819301848049282,126,3.67499971389771,26.9178504943848
0.23819301848049282,128,3.04500007629394,26.7015190124512
0.23819301848049282,130,2.51000022888184,26.5476970672607
0.23819301848049282,132,2.07500028610229,26.5294227600098
0.23819301848049282,134,1.70999956130981,26.5449447631836
0.23819301848049282,136,1.40499973297119,26.5850505828857
0.23819301848049282,138,1.16499996185303,26.7433185577393
0.23819301848049282,140,0.965000212192535,26.9111213684082
0.23819301848049282,142,0.804999947547913,27.142557144165
0.23819301848049282,144,0.674999952316284,27.4103698730469
0.23819301848049282,146,0.565000057220459,27.6621265411377
0.23819301848049282,148,0.474999994039536,27.9359264373779
0.23819301848049282,150,0.405000001192093,28.2830944061279
0.23819301848049282,152,0.349999994039536,28.6899185180664
0.23819301848049282,154,0.299999982118607,29.0328578948975
0.23819301848049282,156,0.264999985694885,29.5169372558594
0.23819301848049282,158,0.234999984502792,29.9974479675293
0.23819301848049282,160,0.215000003576279,30.6120281219482
0.23819301848049282,162,0.19499996304512,31.1571407318115
0.23819301848049282,164,0.180000007152557,31.7656879425049
0.23819301848049282,166,0.159999966621399,32.1665534973145
0.23819301848049282,168,0.149999976158142,32.8052787780762
0.23819301848049282,170,0.139999985694885,33.4007911682129
0.23819301848049282,180,0.105000004172325,36.3623428344727
0.23819301848049282,190,0.0849999785423279,39.2762489318848
0.23819301848049282,200,0.074999988079071,42.2744941711426
0.23819301848049282,220,0.0600000098347664,47.6203651428223
0.23819301848049282,240,0.100000023841858,56.4677505493164
0.23819301848049282,260,0.100000023841858,61.8735198974609
0.23819301848049282,280,0.100000023841858,66.7996368408203
0.23819301848049282,300,0.100000023841858,71.3232574462891
