maturity,strike,price,IV
0.14236824093086928,250,21.7999954223633,21.4254913330078
0.14236824093086928,255,17.6749954223633,20.6007385253906
0.14236824093086928,260,13.9499998092651,20.0399837493896
0.14236824093086928,265,10.6750001907349,19.610050201416
0.14236824093086928,270,7.90000009536743,19.2761974334717
0.14236824093086928,275,5.65000009536743,19.0326709747314
0.14236824093086928,280,3.90499973297119,18.8634033203125
0.14236824093086928,285,2.64500045776367,18.8615474700928
0.14236824093086928,290,1.77499914169312,19.0131378173828
0.14236824093086928,250,21.6999969482422,21.6703643798828
0.14236824093086928,255,17.6499938964844,21.0002098083496
0.14236824093086928,260,13.8500003814697,20.1425189971924
0.14236824093086928,265,10.5500001907349,19.5994930267334
0.14236824093086928,270,7.79999971389771,19.2800045013428
0.14236824093086928,275,5.59499979019165,19.0981464385986
0.14236824093086928,280,3.89999961853027,19.0179004669189
0.14236824093086928,285,2.67999935150146,19.1160144805908
0.14236824093086928,290,1.8199999332428,19.3104915618896
0.14236824093086928,230,40.2249984741211,27.1958980560303
0.14236824093086928,240,30.6499996185303,23.830020904541
0.14236824093086928,250,21.7000007629394,21.6704502105713
0.14236824093086928,260,13.9250001907349,20.348201751709
0.14236824093086928,270,7.92500019073486,19.5792922973633
0.14236824093086928,280,3.92000007629394,19.0737705230713
0.14236824093086928,290,1.72500002384186,18.9530944824219
0.14236824093086928,300,0.720000028610229,19.2396945953369
0.14236824093086928,310,0.504999995231628,21.8460845947266
0.23819301848049282,250,23.125,19.8760547637939
0.23819301848049282,255,19.1999969482422,19.264066696167
0.23819301848049282,260,15.6750001907349,18.8917140960693
0.23819301848049282,265,12.4750003814697,18.4741077423096
0.23819301848049282,270,9.75,18.2344665527344
0.23819301848049282,275,7.40000009536743,17.9469718933106
0.23819301848049282,280,5.52500057220459,17.8099060058594
0.23819301848049282,285,4.05000019073486,17.740930557251
0.23819301848049282,290,2.89499998092651,17.6625595092773
0.23819301848049282,250,23.0249938964844,20.0275249481201
0.23819301848049282,255,19.0999908447266,19.3715648651123
0.23819301848049282,260,15.5500001907349,18.9124870300293
0.23819301848049282,265,12.3500003814697,18.4627151489258
0.23819301848049282,270,9.64999961853027,18.2418651580811
0.23819301848049282,275,7.34999990463257,18.0160694122314
0.23819301848049282,280,5.48999977111816,17.8795700073242
0.23819301848049282,285,4.03999996185303,17.8434276580811
0.23819301848049282,290,2.9399995803833,17.8856658935547
0.23819301848049282,230,40.875,23.8262710571289
0.23819301848049282,240,31.5750007629394,21.5007133483887
0.23819301848049282,250,23.0250015258789,20.0275325775146
0.23819301848049282,260,15.6000003814697,19.0122852325439
0.23819301848049282,270,9.72500038146973,18.3797874450684
0.23819301848049282,280,5.55000019073486,18.0015678405762
0.23819301848049282,290,2.90999984741211,17.8106155395508
0.23819301848049282,300,1.46000003814697,17.9144458770752
0.23819301848049282,310,0.720000028610229,18.2117691040039
