Strike,Ticker,ExDt,Bid,Ask,IVM,Mid,DM,DB,DA,sDM,Volm
18-Oct-24 (0d); CSize 100,,,,,,,,,,,
120,CFR 10/18/24 C120,10/18/24,7.44999980926514,8.30000019073486,0.0,7.875,1.0,1.0,0.94211620092392,1.0,0.0
122,CFR 10/18/24 C122,10/18/24,5.59999942779541,6.30000019073486,0.0,5.94999980926514,1.0,1.0,0.929038465023041,1.0,1.0
124,CFR 10/18/24 C124,10/18/24,3.76000022888184,4.51000022888184,0.0,4.13500022888184,1.0,1.0,0.842009842395782,1.0,0.0
126,CFR 10/18/24 C126,10/18/24,1.94000053405762,2.33999919891357,0.0,2.1399998664856,1.0,1.0,0.838508129119873,1.0,0.0
128,CFR 10/18/24 C128,10/18/24,0.150000035762787,0.550000011920929,100.05158996582,0.350000023841858,0.589246273040771,0.999491453170776,0.552350044250488,0.589246273040771,1310.0
130,CFR 10/18/24 C130,10/18/24,0.00999999977648258,0.0500000007450581,173.027084350586,0.0300000011920929,0.0547325499355793,0.0240468643605709,0.0779913291335106,0.0547325499355793,5.0
132,CFR 10/18/24 C132,10/18/24,0.00999999977648258,0.0399999991059303,295.825531005859,0.0249999985098839,0.0287926569581032,0.0140859801322222,0.0408835895359516,0.0287926569581032,350.0
134,CFR 10/18/24 C134,10/18/24,0.00999999977648258,0.0300000011920929,398.7978515625,0.0199999995529652,0.017864715307951,0.0102759068831801,0.0244704075157642,0.017864715307951,2.0
136,CFR 10/18/24 C136,10/18/24,0.0,0.0300000011920929,541.343627929688,0.0300000011920929,0.0196677073836327,0.0,0.0196677073836327,0.0196677073836327,0.0
18-Oct-24 (0d); CSize 100,,,,,,,,,,,
120,CFRE 10/18/24 C120,10/18/24,7.09999942779541,8.5,0.0,7.79999971389771,1.0,1.0,0.849333643913269,1.0,0.0
122,CFRE 10/18/24 C122,10/18/24,5.30000019073486,6.34999942779541,0.0,5.82499980926514,1.0,1.0,0.844886898994446,1.0,0.0
124,CFRE 10/18/24 C124,10/18/24,3.46999931335449,4.15999984741211,0.0,3.8149995803833,1.0,1.0,0.847749888896942,1.0,0.0
